0,2019-01-02,92.54813132,94.29246305,AXP,0.304834557733564
1,2019-11-15,120.98,120.76,AXP,0.304834557733564
2,2018-01-02,96.88514321,96.11767843,AXP,-0.0304222030576074
3,2018-12-31,93.75043906,93.93768371,AXP,-0.0304222030576074
4,2017-01-03,71.60689011,72.04672413,AXP,0.347316212333691
5,2017-12-29,97.14744131,96.47712396,AXP,0.347316212333691
6,2016-01-04,63.8711074,63.40208766,AXP,0.108989692888901
7,2016-12-30,70.71766047,70.83239978,AXP,0.108989692888901
8,2015-01-02,86.21031889,86.0715237,AXP,-0.243238560534224
9,2015-12-31,65.67214317,65.24064502,AXP,-0.243238560534224
10,2014-01-02,83.20005452,81.87288094,AXP,0.0347352562047336
11,2014-12-31,87.57976477,86.09002973,AXP,0.0347352562047336
12,2013-01-02,52.90159493,53.28250818,AXP,0.569791137108161
13,2013-12-31,82.25730363,83.04445486,AXP,0.569791137108161
14,2012-01-03,43.05021377,43.13043156,AXP,0.206819441537932
15,2012-12-31,51.04093701,51.95383494,AXP,0.206819441537932
16,2011-01-03,37.99867545,38.0864322,AXP,0.106434220722291
17,2011-12-30,42.47086307,42.04303486,AXP,0.106434220722291
18,2010-01-04,35.17903669,35.27385889,AXP,0.0706717213978381
19,2010-12-31,37.30539707,37.66519977,AXP,0.0706717213978381
20,2009-01-02,15.46711047,16.10012091,AXP,1.25827900807642
21,2009-12-31,35.25661849,34.92905089,AXP,1.25827900807642
22,2008-01-02,42.79719186,41.9345109,AXP,-0.638984437330791
23,2008-12-31,14.96736538,15.4504523,AXP,-0.638984437330791
24,2007-01-03,49.7105745,49.04430004,AXP,-0.143251064620064
25,2007-12-31,41.63158686,42.58948178,AXP,-0.143251064620064
26,2006-01-03,41.48360928,42.18971326,AXP,0.185383417534685
27,2006-12-29,49.48197848,49.17398254,AXP,0.185383417534685
28,2005-01-03,39.43708894,38.95631877,AXP,0.0470102274237486
29,2005-12-30,40.77750529,41.29103546,AXP,0.0470102274237486
30,2004-01-02,33.53856171,33.06765067,AXP,0.171094710310402
31,2004-12-31,39.23502611,39.27683221,AXP,0.171094710310402
32,2003-01-02,24.57189977,25.16903812,AXP,0.359278638714714
33,2003-12-31,33.45545976,33.40005847,AXP,0.359278638714714
34,2002-01-02,24.24938796,24.40583563,AXP,0.000562783276118636
35,2002-12-31,24.36599,24.26303511,AXP,0.000562783276118636
36,2001-01-02,36.68286396,35.00016378,AXP,-0.339675651377358
37,2001-12-31,24.65016546,24.22258825,AXP,-0.339675651377358
38,2000-01-03,36.72675419,35.10809785,AXP,0.00686869846147984
39,2000-12-29,36.68286396,36.97901919,AXP,0.00686869846147984
40,2019-01-02,120.648943209541,122.934882228668,CAT,0.204403421484003
41,2019-11-15,144.56,145.31,CAT,0.204403421484003
42,2018-01-02,150.585790577681,149.387192370935,CAT,-0.179165096785668
43,2018-12-31,123.148885030459,123.606072834285,CAT,-0.179165096785668
44,2017-01-03,86.8201718885567,86.8109357000579,CAT,0.72656738700193
45,2017-12-29,150.347973473168,149.900877316684,CAT,0.72656738700193
46,2016-01-04,59.2919790721535,60.2760415238594,CAT,0.444654293517056
47,2016-12-30,85.9334977926735,85.65641213771,CAT,0.444654293517056
48,2015-01-02,78.4428872104285,78.5369126827305,CAT,-0.231932334670987
49,2015-12-31,60.6838511885304,60.2494452413809,CAT,-0.231932334670987
50,2014-01-02,75.2875602746186,74.8378834407695,CAT,0.0391854967809631
51,2014-12-31,79.4002374738663,78.2377407254062,CAT,0.0391854967809631
52,2013-01-02,75.8410674722642,76.2898311851178,CAT,-0.00290625190272948
53,2013-12-31,75.7788738523425,75.6206542256179,CAT,-0.00290625190272948
54,2012-01-03,73.6970987613066,74.6583307274722,CAT,-0.00790363308629903
55,2012-12-31,70.8312325687709,73.1146239331725,CAT,-0.00790363308629903
56,2011-01-03,73.6150521471694,73.4356554318288,CAT,-0.0223027169635047
57,2011-12-30,72.0685652649104,71.9732364748774,CAT,-0.0223027169635047
58,2010-01-04,43.8303736249957,44.5146292409974,CAT,0.666731455556659
59,2010-12-31,73.1860600017896,73.0534624295813,CAT,0.666731455556659
60,2009-01-02,32.7166579102884,34.1736455705106,CAT,0.324358566577047
61,2009-12-31,43.7923594241067,43.3285861732612,CAT,0.324358566577047
62,2008-01-02,51.5520233276162,50.1324439987544,CAT,-0.368757668651402
63,2008-12-31,31.835180375854,32.5418193910618,CAT,-0.368757668651402
64,2007-01-03,43.0133314138107,42.6299683887321,CAT,0.197357571670668
65,2007-12-31,51.8146455034556,51.502338051106,CAT,0.197357571670668
66,2006-01-03,39.7024478278916,39.6544234396429,CAT,0.0767210777526418
67,2006-12-29,42.6020874414537,42.7484624146655,CAT,0.0767210777526418
68,2005-01-03,32.3679303529867,32.0210108081003,CAT,0.224478708608807
69,2005-12-30,39.6887265741063,39.6338415589649,CAT,0.224478708608807
70,2004-01-02,27.4752073545634,27.3034253679772,CAT,0.195362757741832
71,2004-12-31,32.8563122365645,32.8428396328796,CAT,0.195362757741832
72,2003-01-02,14.8103907993233,15.3905584476102,CAT,0.851784684823163
73,2003-12-31,27.8815378228346,27.4256548584328,CAT,0.851784684823163
74,2002-01-02,16.370809686081,16.1519067867447,CAT,-0.0998454841842113
75,2002-12-31,14.6653488872516,14.7362582664867,CAT,-0.0998454841842113
76,2001-01-02,14.0448355857527,14.0630559129991,CAT,0.163384059824365
77,2001-12-31,16.5271688998927,16.3395378433187,CAT,0.163384059824365
78,2000-01-03,14.3273158864096,14.2540378796256,CAT,0.00275083956234251
